,Game,Platform,Hours,earnings,whyplay,League,streams,Age,Work,Degree,Playstyle,SPIN_T,SWL_T,GAD_T,Social_Anxiety,Life_Satisfaction,Anxiety_Level,Narcissism,Residence,Birthplace,Residence_ISO3,Birthplace_ISO3
10678,League of Legends,PC,21.0,I play for fun,having fun,Silver,21.0,21,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with online acquaintances or teammates,28.0,15,8,Mild,Slightly Satisfied,Mild Anxiety,1.0,Netherlands,Netherlands,NLD,NLD
10682,League of Legends,PC,4.0,I play for fun,having fun,Gold,5.0,18,Student at college / university,Bachelor (or equivalent),Multiplayer - online - with real life friends,7.0,27,9,None,Dissatisfied,Mild Anxiety,3.0,France,France,FRA,FRA
10685,League of Legends,PC,7.0,I play for fun,having fun,Platinum,10.0,19,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,5.0,32,0,None,Extremely Dissatisfied,Minimal Anxiety,1.0,Chile,Chile,CHL,CHL
10687,Other,PC,7.0,I play for fun,having fun,Gold,20.0,19,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with online acquaintances or teammates,18.0,28,1,None,Dissatisfied,Minimal Anxiety,1.0,Germany,Germany,DEU,DEU
10690,League of Legends,PC,15.0,I play for fun,improving,Gold,3.0,18,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,6.0,22,0,None,Slightly Dissatisfied,Minimal Anxiety,2.0,UK,UK,GBR,GBR
10700,League of Legends,PC,5.0,I play for fun,winning,Platinum,6.0,21,Employed,High school diploma (or equivalent),Multiplayer - online - with strangers,6.0,12,4,None,Satisfied,Minimal Anxiety,3.0,Portugal,Portugal,PRT,PRT
10704,League of Legends,PC,30.0,I play for fun,having fun,Diamond,12.0,18,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,3.0,28,0,None,Dissatisfied,Minimal Anxiety,1.0,Australia,Australia,AUS,AUS
10707,League of Legends,PC,20.0,I play for fun,winning,Bronze,0.0,18,Student at school,High school diploma (or equivalent),Multiplayer - online - with real life friends,5.0,25,1,None,Slightly Dissatisfied,Minimal Anxiety,2.0,Germany,Germany,DEU,DEU
10708,League of Legends,PC,15.0,I play for fun,having fun,Gold,10.0,23,Student at college / university,Bachelor (or equivalent),Multiplayer - online - with strangers,2.0,27,1,None,Dissatisfied,Minimal Anxiety,1.0,Finland,Finland,FIN,FIN
10714,League of Legends,PC,15.0,I play for fun,having fun,Gold,2.0,22,Student at college / university,Bachelor (or equivalent),Multiplayer - online - with real life friends,16.0,32,14,None,Extremely Dissatisfied,Moderate Anxiety,1.0,Poland,Poland,POL,POL
10718,League of Legends,PC,20.0,I play for fun,improving,Silver,10.0,21,Student at college / university,Bachelor (or equivalent),Multiplayer - online - with real life friends,13.0,16,1,None,Slightly Satisfied,Minimal Anxiety,2.0,Argentina,Argentina,ARG,ARG
10749,League of Legends,PC,24.0,I play for fun,improving,Gold,7.0,20,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,28.0,21,2,Mild,Slightly Dissatisfied,Minimal Anxiety,1.0,Netherlands,Netherlands,NLD,NLD
10779,League of Legends,PC,16.0,I play for fun,having fun,Gold,5.0,19,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,15.0,35,0,None,Extremely Dissatisfied,Minimal Anxiety,1.0,Germany,Germany,DEU,DEU
10789,League of Legends,PC,10.0,I play for fun,having fun,Silver,7.0,21,Employed,High school diploma (or equivalent),Multiplayer - online - with online acquaintances or teammates,12.0,12,3,None,Satisfied,Minimal Anxiety,2.0,Germany,Germany,DEU,DEU
10793,League of Legends,PC,20.0,I play for fun,winning,Platinum,1.0,19,Student at school,High school diploma (or equivalent),Multiplayer - online - with online acquaintances or teammates,36.0,16,17,Moderate,Slightly Satisfied, Severe Anxiety,2.0,Norway,Norway,NOR,NOR
10803,League of Legends,PC,20.0,I play for fun,winning,Gold,10.0,18,Employed,High school diploma (or equivalent),Multiplayer - online - with real life friends,10.0,19,3,None,Slightly Satisfied,Minimal Anxiety,2.0,Canada,Canada,CAN,CAN
10810,League of Legends,PC,40.0,I play for fun,having fun,Diamond,5.0,21,Student at college / university,Bachelor (or equivalent),Multiplayer - online - with real life friends,18.0,26,1,None,Dissatisfied,Minimal Anxiety,1.0,Canada,Unknown,CAN,
10814,Other,PC,20.0,I play for fun,having fun,Diamond,2.0,19,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,7.0,31,0,None,Extremely Dissatisfied,Minimal Anxiety,1.0,USA,USA,USA,USA
10817,Other,PC,30.0,I play for fun,improving,Platinum,10.0,24,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,14.0,27,1,None,Dissatisfied,Minimal Anxiety,2.0,Finland,Finland,FIN,FIN
10819,League of Legends,PC,21.0,I play for fun,having fun,Silver,4.0,32,Employed,Bachelor (or equivalent),Multiplayer - online - with real life friends,26.0,15,3,Mild,Slightly Satisfied,Minimal Anxiety,1.0,France,France,FRA,FRA
10824,League of Legends,PC,15.0,I play for fun,having fun,Gold,2.0,24,Student at college / university,Bachelor (or equivalent),Multiplayer - online - with real life friends,12.0,17,0,None,Slightly Satisfied,Minimal Anxiety,1.0,Italy,Italy,ITA,ITA
10838,League of Legends,PC,21.0,I play for fun,having fun,Diamond,10.0,19,Student at college / university,None,Multiplayer - online - with strangers,13.0,22,4,None,Slightly Dissatisfied,Minimal Anxiety,2.0,UK,UK,GBR,GBR
10853,League of Legends,PC,30.0,I play for fun,having fun,Diamond,5.0,21,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,22.0,19,9,Mild,Slightly Satisfied,Mild Anxiety,2.0,Panama,Panama,PAN,PAN
10854,League of Legends,PC,18.0,I play for fun,improving,Silver,10.0,22,Employed,High school diploma (or equivalent),Multiplayer - online - with online acquaintances or teammates,4.0,22,2,None,Slightly Dissatisfied,Minimal Anxiety,4.0,USA,USA,USA,USA
10855,League of Legends,PC,20.0,I play for fun,improving,Bronze,15.0,23,Unemployed / between jobs,Bachelor (or equivalent),Multiplayer - online - with online acquaintances or teammates,27.0,22,1,Mild,Slightly Dissatisfied,Minimal Anxiety,1.0,USA,USA,USA,USA
10869,League of Legends,PC,8.0,I play for fun,improving,Gold,8.0,24,Employed,High school diploma (or equivalent),Multiplayer - online - with real life friends,19.0,13,2,None,Satisfied,Minimal Anxiety,2.0,USA,USA,USA,USA
10887,League of Legends,PC,8.0,I play for fun,winning,Platinum,3.0,21,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,11.0,28,2,None,Dissatisfied,Minimal Anxiety,1.0,UK,Bulgaria,GBR,BGR
10900,League of Legends,PC,35.0,I play for fun,winning,Gold,13.0,18,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,12.0,26,2,None,Dissatisfied,Minimal Anxiety,4.0,Spain,Spain,ESP,ESP
10912,League of Legends,PC,21.0,I play for fun,improving,Platinum,3.0,18,Student at school,None,Multiplayer - online - with online acquaintances or teammates,21.0,20,3,Mild,Neutral,Minimal Anxiety,2.0,Poland,Poland,POL,POL
10913,League of Legends,PC,40.0,I play for fun,having fun,Gold,2.0,18,Unemployed / between jobs,High school diploma (or equivalent),Multiplayer - online - with real life friends,11.0,16,3,None,Slightly Satisfied,Minimal Anxiety,1.0,Switzerland,USA,CHE,USA
10919,League of Legends,PC,30.0,I play for fun,improving,Diamond,16.0,20,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,17.0,9,21,None,Extremely Satisfied, Severe Anxiety,1.0,Portugal,Portugal,PRT,PRT
10922,League of Legends,PC,53.0,I play for fun,winning,Platinum,10.0,23,Employed,High school diploma (or equivalent),Multiplayer - online - with strangers,16.0,16,7,None,Slightly Satisfied,Mild Anxiety,1.0,USA,USA,USA,USA
10932,League of Legends,PC,7.0,I play for fun,having fun,Gold,4.0,29,Employed,High school diploma (or equivalent),Multiplayer - online - with real life friends,7.0,27,1,None,Dissatisfied,Minimal Anxiety,2.0,USA,USA,USA,USA
10943,League of Legends,PC,17.0,I play for fun,having fun,Gold,15.0,25,Employed,Master (or equivalent),Multiplayer - online - with real life friends,11.0,32,6,None,Extremely Dissatisfied,Mild Anxiety,3.0,Belgium,Belgium,BEL,BEL
10945,League of Legends,PC,15.0,I play for fun,winning,Platinum,110.0,19,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,60.0,5,19,Very Severe,Extremely Satisfied, Severe Anxiety,2.0,USA,USA,USA,USA
10949,League of Legends,PC,15.0,I play for fun,having fun,Gold,20.0,21,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,28.0,18,4,Mild,Slightly Satisfied,Minimal Anxiety,1.0,USA,USA,USA,USA
10953,League of Legends,PC,20.0,I play for fun,having fun,Silver,4.0,22,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,20.0,27,1,None,Dissatisfied,Minimal Anxiety,3.0,Sweden,Finland,SWE,FIN
10960,League of Legends,PC,4.0,I play for fun,having fun,Gold,10.0,20,Employed,High school diploma (or equivalent),Multiplayer - online - with strangers,21.0,17,2,Mild,Slightly Satisfied,Minimal Anxiety,5.0,Canada,Canada,CAN,CAN
10966,League of Legends,PC,30.0,I play for fun,winning,Gold,8.0,22,Student at college / university,Bachelor (or equivalent),Multiplayer - online - with online acquaintances or teammates,24.0,18,2,Mild,Slightly Satisfied,Minimal Anxiety,2.0,Russia,Russia,RUS,RUS
10979,League of Legends,PC,14.0,I play for fun,having fun,Gold,1.0,21,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,23.0,17,7,Mild,Slightly Satisfied,Mild Anxiety,1.0,Germany,Germany,DEU,DEU
10980,League of Legends,PC,8.0,I play for fun,having fun,Gold,6.0,21,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,5.0,26,4,None,Dissatisfied,Minimal Anxiety,3.0,Netherlands,Netherlands,NLD,NLD
10983,League of Legends,PC,20.0,I play for fun,improving,Platinum,5.0,19,Student at college / university,None,Multiplayer - online - with strangers,12.0,31,6,None,Extremely Dissatisfied,Mild Anxiety,5.0,New Zealand ,New Zealand,NZL,NZL
10988,League of Legends,PC,28.0,I play for fun,having fun,Gold,5.0,18,Student at school,None,Multiplayer - online - with real life friends,7.0,25,0,None,Slightly Dissatisfied,Minimal Anxiety,2.0,Norway,Norway,NOR,NOR
10991,League of Legends,PC,10.0,I play for fun,having fun,Platinum,10.0,28,Employed,Bachelor (or equivalent),Multiplayer - online - with real life friends,2.0,26,0,None,Dissatisfied,Minimal Anxiety,1.0,USA,USA,USA,USA
10995,League of Legends,PC,40.0,I play for fun,improving,Platinum,5.0,26,Student at college / university,Bachelor (or equivalent),Multiplayer - online - with real life friends,19.0,18,8,None,Slightly Satisfied,Mild Anxiety,2.0,Netherlands,Netherlands,NLD,NLD
10999,League of Legends,PC,24.0,I play for fun,improving,Gold,60.0,19,Student at school,High school diploma (or equivalent),Multiplayer - online - with real life friends,10.0,32,3,None,Extremely Dissatisfied,Minimal Anxiety,4.0,Germany,Germany,DEU,DEU
11007,League of Legends,PC,40.0,I play for fun,improving,Diamond,15.0,21,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,35.0,15,6,Moderate,Slightly Satisfied,Mild Anxiety,1.0,Finland,Finland,FIN,FIN
11008,League of Legends,PC,20.0,I play for fun,having fun,Gold,5.0,18,Employed,High school diploma (or equivalent),Multiplayer - online - with real life friends,17.0,8,5,None,Extremely Satisfied,Mild Anxiety,3.0,Canada,Canada,CAN,CAN
11024,Other,PC,20.0,I play for fun,improving,Diamond,20.0,22,Student at college / university,Bachelor (or equivalent),Multiplayer - online - with real life friends,41.0,11,17,Severe,Satisfied, Severe Anxiety,2.0,Canada,Canada,CAN,CAN
11030,League of Legends,PC,20.0,I play for fun,having fun,Diamond,20.0,24,Employed,Bachelor (or equivalent),Multiplayer - online - with strangers,16.0,33,4,None,Extremely Dissatisfied,Minimal Anxiety,3.0,Slovenia,Slovenia,SVN,SVN
11053,Starcraft 2,PC,11.0,I play for fun,improving,Master,18.0,20,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,13.0,24,1,None,Slightly Dissatisfied,Minimal Anxiety,4.0,Germany,Germany,DEU,DEU
11057,League of Legends,PC,20.0,I play for fun,improving,Platinum,2.0,18,Student at school,None,Multiplayer - online - with strangers,33.0,18,3,Moderate,Slightly Satisfied,Minimal Anxiety,2.0,Poland,Poland,POL,POL
11064,League of Legends,PC,15.0,I play for fun,improving,Gold,12.0,20,Student at school,High school diploma (or equivalent),Multiplayer - online - with online acquaintances or teammates,20.0,19,5,None,Slightly Satisfied,Mild Anxiety,3.0,Poland,Poland,POL,POL
11069,League of Legends,PC,18.0,I play for fun,improving,Gold,6.0,21,Student at college / university,High school diploma (or equivalent),Singleplayer,55.0,20,4,Very Severe,Neutral,Minimal Anxiety,2.0,Colombia,Colombia,COL,COL
11079,League of Legends,PC,5.0,I play for fun,improving,Gold,0.0,20,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,39.0,20,7,Moderate,Neutral,Mild Anxiety,3.0,Poland,Poland,POL,POL
11084,League of Legends,PC,12.0,I play for fun,winning,Silver,4.0,18,Student at school,High school diploma (or equivalent),Multiplayer - online - with strangers,30.0,16,10,Mild,Slightly Satisfied,Moderate Anxiety,3.0,USA,USA,USA,USA
11088,League of Legends,PC,20.0,I play for fun,winning,Platinum,8.0,18,Student at school,High school diploma (or equivalent),Multiplayer - online - with real life friends,29.0,24,5,Mild,Slightly Dissatisfied,Mild Anxiety,1.0,Germany,Thailand,DEU,THA
11111,League of Legends,PC,25.0,I play for fun,winning,Silver,25.0,26,Employed,High school diploma (or equivalent),Multiplayer - online - with real life friends,32.0,18,9,Moderate,Slightly Satisfied,Mild Anxiety,1.0,Canada,Dominican Republic,CAN,DOM
11126,League of Legends,PC,20.0,I play for fun,having fun,Gold,4.0,18,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,27.0,18,6,Mild,Slightly Satisfied,Mild Anxiety,2.0,Latvia,Latvia,LVA,LVA
11127,League of Legends,PC,20.0,I play for fun,improving,Platinum,20.0,21,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with online acquaintances or teammates,8.0,17,8,None,Slightly Satisfied,Mild Anxiety,2.0,Latvia,Latvia,LVA,LVA
11128,Other,PC,35.0,I play for fun,having fun,Bronze,5.0,28,Employed,High school diploma (or equivalent),Multiplayer - online - with real life friends,23.0,15,6,Mild,Slightly Satisfied,Mild Anxiety,1.0,Denmark,Greenland,DNK,GRL
11132,League of Legends,PC,20.0,I play for fun,improving,Diamond,3.0,19,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,45.0,15,6,Severe,Slightly Satisfied,Mild Anxiety,3.0,USA,USA,USA,USA
11134,League of Legends,PC,30.0,I play for fun,relaxing,Gold,5.0,20,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,24.0,21,0,Mild,Slightly Dissatisfied,Minimal Anxiety,2.0,Netherlands,Netherlands,NLD,NLD
11144,League of Legends,PC,28.0,I play for fun,winning,Gold,15.0,18,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,11.0,14,5,None,Satisfied,Mild Anxiety,1.0,USA,USA,USA,USA
11145,League of Legends,PC,90.0,I play for fun,relaxing,Diamond,5.0,27,Unemployed / between jobs,Bachelor (or equivalent),Multiplayer - online - with real life friends,0.0,5,15,None,Extremely Satisfied, Severe Anxiety,2.0,Finland,Finland,FIN,FIN
11147,League of Legends,PC,12.0,I play for fun,winning,Platinum,4.0,23,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,40.0,25,6,Moderate,Slightly Dissatisfied,Mild Anxiety,2.0,Netherlands,Netherlands,NLD,NLD
